x1,x2,x3,x4,survived
64,53,42,15,1
48,69,66,98,0
83,95,6,87,0
38,68,25,30,1
34,47,29,20,0
50,52,32,97,0
52,67,92,1,0
84,59,70,31,1
22,5,16,88,1
18,99,22,61,0
4,65,54,34,0
46,29,21,75,0
38,37,11,73,0
40,87,76,88,0
76,73,83,47,1
36,8,4,85,0
9,75,46,22,0
39,25,77,47,1
72,86,2,45,1
7,64,52,16,1
10,52,10,48,0
50,63,34,75,0
3,16,7,67,1
25,0,31,88,1
74,26,24,43,1
91,29,60,82,0
78,75,46,51,0
23,62,29,91,0
86,68,44,84,0
14,87,93,20,1
69,83,83,74,0
29,82,30,65,0
25,16,41,63,0
44,59,18,95,1
24,71,25,97,0
90,31,49,41,1
61,61,93,79,1
71,46,72,74,0
34,91,45,88,1
14,55,54,87,0
82,16,67,75,0
25,13,11,75,0
32,55,81,17,1
7,14,99,83,0
91,39,91,26,0
19,79,24,48,1
85,64,33,13,0
17,5,33,90,1
70,48,99,38,1
22,72,20,33,0
46,31,34,88,1
17,43,16,38,1
1,33,89,32,0
91,39,57,61,0
68,59,20,49,1
93,94,98,83,0
56,95,47,19,0
58,68,49,94,1
30,14,36,30,1
82,23,67,57,1
6,66,58,94,0
55,45,91,83,1
41,91,96,58,0
81,27,20,26,0
34,81,58,71,1
3,40,36,46,0
39,41,39,29,0
65,17,28,38,1
40,47,89,41,0
95,22,59,28,0
27,75,48,0,1
83,59,42,77,0
67,83,5,16,1
28,68,62,54,0
76,35,18,96,0
35,53,13,0,0
68,29,98,71,1
69,24,7,82,1
82,21,87,68,1
36,17,77,69,1
51,75,5,89,1
28,61,25,6,0
15,65,36,66,0
46,59,11,99,0
25,52,79,43,0
64,31,74,81,0
7,46,99,37,0
55,42,97,51,0
30,93,26,15,0
63,42,91,28,1
53,19,69,65,1
50,58,14,18,1
64,40,58,38,0
35,66,72,85,0
3,72,74,93,1
70,0,40,55,1
49,72,43,61,1
19,62,28,40,1
83,94,51,91,1
66,15,90,0,0
21,54,61,50,0
58,0,22,59,1
47,46,72,29,1
91,39,8,59,0
3,71,22,49,1
34,3,79,85,1
34,35,89,24,1
43,28,84,69,0
19,22,35,49,0
19,11,2,78,1
98,91,34,91,1
99,91,95,33,0
66,57,57,80,1
34,11,72,45,1
48,1,38,31,1
90,51,32,32,0
47,55,90,84,1
23,7,96,37,0
54,14,8,51,0
47,24,69,53,0
60,32,5,18,1
78,53,29,21,1
2,84,63,74,0
60,30,33,50,0
44,54,14,33,0
12,91,57,64,1
58,61,22,4,0
11,67,66,0,0
11,59,26,90,1
71,81,9,33,1
68,24,0,88,0
28,34,53,37,0
87,41,74,55,0
53,76,34,31,1
68,1,95,75,0
68,39,13,88,0
37,85,78,1,1
75,10,74,29,0
24,61,8,44,0
50,77,99,99,0
78,15,48,54,0
26,51,11,66,1
41,95,9,95,1
12,8,49,80,1
4,89,17,64,0
88,27,66,3,1
0,43,75,27,0
43,87,59,24,0
3,34,50,54,1
18,36,74,23,1
38,6,9,27,0
45,41,96,72,1
27,80,60,63,0
82,75,46,90,1
4,8,46,44,1
86,15,90,10,1
60,41,86,70,1
67,56,3,58,0
86,47,39,91,0
54,73,82,21,1
60,25,18,68,0
74,27,74,92,0
85,93,26,51,0
42,36,13,7,1
9,30,48,41,0
49,49,50,71,1
7,89,24,75,0
32,59,73,14,0
10,21,54,63,1
77,56,95,43,1
59,2,77,56,0
28,56,77,30,0
1,50,85,55,1
58,92,93,59,1
43,78,75,6,1
79,92,71,72,0
91,57,9,20,0
53,20,53,64,0
54,51,61,75,0
74,98,90,32,0
12,65,87,29,0
84,6,24,55,0
73,78,2,98,0
59,71,93,30,0
18,76,51,50,0
26,26,69,79,0
65,85,60,63,1
28,19,94,77,1
51,10,53,86,0
43,84,37,36,0
28,95,19,56,1
25,99,53,31,0
93,64,58,47,0
37,88,45,51,1
70,52,96,61,0
93,46,0,35,0
79,80,7,64,1
34,2,94,68,0
27,22,33,98,0
4,81,17,91,1
10,56,40,48,0
28,22,76,5,1
37,18,78,79,0
62,82,16,58,1
20,10,18,77,1
43,70,80,51,0
86,98,78,14,0
21,73,35,75,0
1,95,95,55,0
88,67,93,69,0
17,29,63,72,1
90,83,82,75,0
45,84,53,96,1
44,39,88,59,1
67,24,52,95,0
28,23,17,2,1
39,33,93,56,1
55,23,80,89,1
30,1,0,68,0
90,85,71,60,1
11,15,16,60,0
53,50,49,77,1
15,34,58,56,0
19,60,97,43,1
12,45,10,53,0
44,25,32,49,1
4,97,53,80,0
65,66,39,69,0
70,32,67,75,1
1,37,96,71,1
33,52,1,78,0
43,22,5,97,1
61,2,50,54,1
46,62,70,52,1
99,1,82,80,1
97,47,83,67,0
56,70,10,37,0
56,91,1,33,1
66,44,20,76,0
70,27,97,40,1
22,66,0,21,1
83,9,24,87,0
48,85,91,81,0
48,44,85,94,0
57,19,66,69,0
79,87,26,57,1
70,81,31,84,0
74,52,38,98,1
20,98,38,8,1
11,80,48,25,0
32,35,42,35,1
43,96,69,35,1
4,58,25,95,0
16,49,41,84,1
76,91,66,35,0
98,91,8,20,1
54,53,78,97,0
53,54,78,16,0
82,14,87,28,1
73,66,1,1,1
64,95,86,79,1
57,42,66,73,1
90,56,91,65,0
91,79,26,56,0
52,92,87,74,1
14,37,33,68,0
90,8,61,44,0
19,46,56,98,1
30,49,51,79,0
71,3,16,38,0
75,43,98,81,0
9,46,20,81,1
97,41,64,35,0
63,3,26,95,0
86,70,45,88,0
93,28,99,43,0
10,23,57,33,1
54,48,4,72,0
49,90,98,56,1
52,50,31,70,0
15,37,6,13,0
40,16,44,37,0
49,84,77,97,0
66,86,90,98,1
85,95,60,85,1
88,65,9,63,0
43,35,48,38,0
81,45,46,26,1
1,76,19,45,0
26,16,59,27,0
14,53,83,2,0
95,70,54,88,1
29,40,68,25,0
41,57,26,98,1
33,71,79,20,0
84,94,14,82,1
25,65,57,45,1
76,55,58,98,1
81,95,75,28,1
75,40,82,73,1
74,61,60,75,1
58,11,62,68,1
67,14,7,38,1
63,83,99,0,1
60,95,43,31,0
91,13,5,29,1
7,67,17,97,1
51,38,78,74,0
16,88,34,18,1
56,53,38,40,0
19,82,15,19,0
12,51,90,90,0
44,19,76,78,0
46,15,80,31,0
24,81,6,80,0
0,34,9,6,0
38,1,22,11,1
12,37,53,38,0
28,87,69,14,1
57,85,54,50,1
75,94,33,78,0
24,20,37,20,0
7,99,46,59,0
69,64,56,60,0
84,16,13,41,1
62,31,78,67,1
10,24,67,71,1
81,33,94,37,1
36,49,84,80,1
96,55,65,83,0
30,63,96,20,1
91,94,84,58,1
86,43,50,67,1
60,7,22,99,1
71,95,19,82,1
37,96,80,53,0
19,69,47,25,1
28,38,49,95,1
38,9,86,14,0
88,34,46,24,1
2,11,34,58,0
67,52,17,39,1
77,19,44,84,0
18,56,8,1,0
33,52,59,39,0
29,63,5,85,1
81,23,7,11,1
46,35,91,44,1
37,74,69,63,0
32,67,7,55,1
67,26,47,29,0
86,43,11,38,0
66,28,1,5,1
58,93,34,13,1
53,30,59,89,0
74,10,88,80,1
58,96,15,71,0
12,78,45,11,1
32,58,17,49,0
95,47,61,46,1
62,34,94,9,0
27,52,68,13,1
10,97,66,12,0
77,96,1,23,1
7,49,98,37,0
8,35,9,29,1
11,86,57,62,0
81,77,94,43,1
39,30,90,9,0
57,73,89,79,0
88,6,43,90,0
48,42,13,38,0
2,12,94,51,0
11,38,28,46,0
16,2,17,52,1
78,87,24,18,0
45,81,77,79,1
84,8,69,36,1
5,75,14,40,0
41,53,98,73,0
27,69,44,41,1
16,76,87,10,0
32,69,54,69,1
59,25,71,54,1
21,34,13,80,0
25,15,7,4,0
33,37,77,45,1
56,36,5,31,1
60,80,34,24,1
89,73,57,46,1
73,16,38,89,1
50,20,55,81,1
45,24,72,66,0
20,48,90,33,1
32,37,42,35,0
28,56,93,17,1
96,57,28,14,0
60,2,7,28,1
76,64,56,78,0
8,51,55,81,0
2,71,51,3,0
42,87,29,78,0
41,80,46,42,0
53,1,92,91,1
27,94,66,1,0
56,7,61,71,0
87,42,10,33,0
6,74,42,47,0
15,60,98,23,0
12,64,8,44,0
35,94,39,95,1
37,51,33,69,0
49,93,15,56,1
46,90,37,90,0
37,91,16,30,1
56,64,73,33,0
83,75,98,44,1
82,83,28,35,1
84,93,88,54,1
15,92,95,15,1
53,77,49,15,1
65,21,91,75,1
12,36,50,6,0
30,26,18,46,0
26,42,2,25,1
95,65,43,23,0
17,12,28,55,0
7,25,23,68,0
62,41,79,39,1
69,73,58,94,1
61,30,62,65,1
22,18,40,18,1
19,29,48,73,0
1,93,92,80,1
93,45,17,33,1
31,98,68,12,1
80,27,27,78,1
53,50,6,88,1
44,24,90,19,0
16,0,46,81,0
67,18,2,17,0
70,38,67,59,0
57,35,38,7,0
64,12,28,39,1
63,92,74,93,0
53,99,76,59,1
28,83,34,70,0
10,4,13,19,1
61,53,20,23,0
73,0,14,8,0
85,72,69,58,1
50,79,83,47,1
69,46,9,64,1
10,33,75,42,0
68,81,54,52,0
75,76,36,34,0
26,22,64,86,0
0,3,77,73,0
10,34,48,63,1
42,72,4,12,0
35,46,69,94,1
13,58,12,79,0
89,39,0,7,0
82,29,52,21,0
88,33,89,61,0
45,24,38,70,0
89,84,94,18,1
86,18,32,59,0
33,66,82,15,0
78,40,97,34,0
19,29,12,69,1
18,86,1,20,0
88,74,12,49,1
38,32,65,81,0
22,29,99,15,0
40,60,43,96,1
8,24,42,72,1
16,40,61,86,0
87,59,45,22,1
13,97,71,67,1
5,73,20,38,0
47,15,5,51,0
49,80,79,68,0
71,74,7,60,1
14,86,75,61,1
11,23,38,25,1
39,28,84,55,1
50,57,98,82,1
2,58,1,97,1
71,45,38,0,1
46,59,78,26,1
7,76,22,40,1
6,88,6,9,0
90,22,19,5,0
76,7,56,60,1
37,94,29,66,0
32,12,98,64,1
61,51,92,91,0
18,51,65,19,1
63,4,71,75,0
20,72,29,77,0
65,31,82,6,0
45,19,66,42,1
64,12,70,26,1
82,31,86,56,1
94,4,57,34,1
51,60,43,25,1
16,72,42,12,1
47,46,44,34,1
4,13,30,27,1
64,85,48,45,1
54,64,76,19,1
18,42,75,14,1
39,92,70,12,1
52,47,62,9,1
7,7,54,16,0
77,89,90,22,0
82,76,81,65,1
79,30,56,43,0
14,10,38,16,0
73,60,34,6,0
92,12,5,50,0
88,84,54,51,1
7,56,42,25,1
30,66,5,72,1
63,89,75,52,0
22,65,58,53,1
70,49,23,53,1
33,68,26,4,0
17,65,23,50,1
99,91,91,22,0
87,94,76,81,0
72,57,28,54,1
23,64,12,4,0
68,71,38,86,0
23,10,52,41,0
1,4,80,70,1
97,29,56,59,0
18,54,14,20,0
29,8,39,98,1
24,82,5,55,0
53,79,75,85,1
52,35,99,77,0
82,33,36,6,0
46,21,31,24,0
72,42,49,36,1
62,85,2,10,0
56,88,62,4,0
63,1,85,36,0
40,53,7,15,0
59,45,85,67,0
47,99,10,38,1
43,94,61,87,0
26,59,13,16,0
11,91,90,11,0
63,29,18,60,1
55,88,37,53,0
30,51,18,6,0
48,54,64,32,1
47,14,43,66,0
97,77,29,69,0
50,97,57,74,0
30,74,13,42,1
35,35,88,12,0
47,95,36,18,1
74,83,56,38,1
34,13,24,52,1
43,30,58,49,1
31,85,54,34,0
33,35,8,75,0
28,10,86,76,1
64,16,61,88,0
27,42,48,77,1
67,32,57,98,1
80,66,3,59,0
2,61,41,32,0
62,85,92,76,0
85,69,80,76,1
77,26,63,85,1
80,82,35,13,0
98,70,33,34,0
64,75,54,90,0
38,74,44,34,1
85,72,75,4,1
42,51,20,17,0
34,93,71,74,0
35,58,88,63,0
27,53,48,95,0
79,34,65,99,1
72,99,7,11,0
1,19,36,31,0
38,28,34,21,0
74,17,75,35,0
72,79,57,98,1
26,53,51,12,1
13,12,63,74,1
3,27,42,70,1
91,39,23,30,1
12,36,92,96,0
34,94,35,1,0
74,30,93,68,0
11,41,15,79,1
0,42,61,34,1
61,60,50,16,1
50,76,29,51,1
24,85,40,95,0
48,10,88,89,1
23,22,20,62,1
4,99,49,87,0
45,86,83,45,1
78,26,87,26,0
5,26,57,21,1
84,92,1,89,0
12,45,33,24,1
10,27,38,69,1
62,80,57,10,1
92,44,79,47,1
90,39,98,39,0
48,61,62,18,1
71,34,58,51,1
8,80,3,90,1
17,85,77,42,0
77,89,58,55,0
78,90,99,37,0
43,69,43,91,0
22,17,44,60,1
55,65,87,68,0
28,33,16,10,1
96,51,16,90,0
26,2,3,0,0
38,26,88,8,0
19,41,68,70,1
47,58,21,75,1
66,42,7,0,0
83,3,35,22,1
75,64,95,71,1
11,73,24,39,0
34,19,26,64,1
65,31,70,36,0
54,94,91,78,1
31,96,7,42,0
19,48,76,17,1
65,81,62,33,1
23,99,98,70,0
59,70,46,51,1
9,47,61,18,1
36,13,45,65,1
78,86,67,55,1
61,82,42,89,0
98,84,98,13,0
26,31,31,41,1
33,37,50,62,0
48,30,22,64,0
53,75,74,50,0
16,5,57,97,0
97,43,16,61,1
44,54,84,21,1
23,39,28,89,1
56,35,24,68,1
70,65,18,77,1
16,58,47,83,0
60,97,93,72,0
50,92,35,81,0
48,10,85,99,1
57,58,95,36,1
56,5,99,83,1
27,72,24,24,1
54,66,22,53,0
79,73,2,61,1
14,42,76,25,0
29,89,44,47,0
0,61,82,71,0
78,17,10,64,0
93,47,85,90,1
33,88,47,59,0
67,71,55,36,0
81,37,49,63,1
10,41,31,1,0
66,79,27,49,1
21,54,3,87,1
63,40,8,58,0
63,75,5,57,0
67,3,15,53,0
47,32,37,47,0
85,23,70,32,1
69,0,56,52,0
95,97,84,81,0
0,37,80,78,0
26,77,93,37,1
6,1,30,28,1
46,26,76,92,1
82,81,5,48,1
42,14,79,1,1
95,25,79,42,1
46,70,89,74,0
47,96,4,84,0
24,91,34,88,0
98,11,96,89,1
81,65,62,45,0
99,68,10,73,0
32,16,8,27,1
98,7,79,70,1
29,75,68,84,0
75,69,5,69,0
8,54,25,29,1
90,31,23,55,0
92,23,56,26,0
13,17,18,21,0
15,72,53,75,1
81,70,43,63,1
65,63,30,51,1
78,39,42,50,0
49,0,71,78,0
69,60,29,88,0
75,75,23,52,0
90,96,86,10,0
0,49,59,95,1
90,4,23,11,1
6,53,17,54,0
76,42,81,66,1
82,24,60,8,0
7,21,79,48,1
90,49,72,77,1
77,34,1,33,1
3,1,15,18,1
9,9,69,57,0
51,79,56,74,1
64,44,37,65,0
35,1,60,53,1
13,38,12,61,1
29,46,21,6,1
61,64,66,10,0
84,48,22,87,0
97,26,67,67,0
18,39,83,99,1
21,1,78,55,0
6,71,96,70,1
44,3,50,86,1
35,8,62,56,0
55,77,27,41,1
21,4,75,59,1
6,67,88,19,1
28,22,24,22,0
67,22,60,89,0
27,30,30,92,1
28,75,99,69,1
37,3,47,6,1
4,86,81,73,0
65,46,86,98,0
56,8,29,40,0
14,78,21,65,1
51,53,95,96,1
83,58,38,22,0
33,3,41,46,1
88,76,36,27,1
79,56,93,84,0
99,30,4,3,0
2,9,16,75,1
71,79,99,4,1
33,76,63,97,1
36,95,73,24,1
78,65,18,43,1
71,61,64,40,1
38,52,75,98,1
55,34,81,98,1
39,25,43,46,0
56,14,20,33,0
1,0,14,49,0
67,56,62,88,1
0,16,38,90,1
70,63,72,32,1
77,25,46,86,0
26,51,0,6,0
25,58,38,59,0
54,45,20,32,1
68,51,84,15,1
65,82,78,62,1
97,44,51,85,1
86,64,7,10,1
11,47,27,75,1
39,26,25,96,0
9,69,68,37,1
9,83,24,6,1
4,89,26,27,1
6,81,82,72,1
5,67,33,49,1
73,33,57,37,1
68,47,68,67,0
69,50,23,90,0
42,3,29,4,1
32,91,10,1,0
67,70,97,18,1
28,24,1,35,1
74,2,49,64,1
69,97,92,13,1
27,26,26,32,0
84,83,82,14,1
11,65,19,58,0
30,95,47,87,0
90,33,56,57,0
80,12,52,4,1
74,42,13,29,0
14,92,85,31,0
57,5,78,53,0
39,75,95,29,1
34,26,98,17,1
35,32,97,20,0
36,80,6,32,0
92,76,74,11,1
54,84,13,31,0
89,44,96,45,0
40,52,94,67,0
96,37,66,99,0
62,34,22,92,0
45,62,77,62,0
70,30,69,27,1
13,18,80,0,0
30,88,81,63,1
89,6,75,3,1
13,62,83,46,0
76,39,58,90,0
64,95,24,49,1
2,54,13,57,1
37,19,16,0,1
69,45,63,2,1
32,93,83,38,0
95,33,29,26,0
16,43,8,66,1
96,96,66,64,0
63,35,48,74,0
18,51,60,70,0
42,93,49,38,0
89,27,77,64,1
10,71,52,56,0
30,89,9,77,0
75,80,2,55,0
3,68,27,9,1
85,20,3,90,0
25,46,88,48,1
25,80,85,33,0
94,85,35,41,0
83,90,22,23,0
72,94,83,77,1
80,44,97,83,1
41,48,62,52,1
6,44,27,13,1
58,49,81,68,1
82,25,52,65,0
75,31,37,0,0
56,54,9,80,0
91,24,99,23,0
83,2,43,39,1
83,91,18,54,1
56,7,83,23,1
41,4,45,61,0
2,19,61,58,1
84,55,71,95,1
77,42,24,66,0
76,79,84,54,1
18,43,83,30,0
96,3,78,41,0
99,58,24,98,0
86,41,53,11,0
56,56,27,53,0
53,2,49,0,1
16,17,4,24,0
52,50,24,31,0
93,81,70,14,0
77,75,43,67,1
60,96,59,62,0
70,54,30,40,1
2,61,63,46,0
81,30,1,65,0
23,34,80,97,0
87,29,56,48,0
70,96,77,45,1
1,93,65,5,0
43,7,55,61,1
84,81,16,72,1
35,80,21,9,0
57,74,4,61,0
86,61,31,17,0
63,53,38,36,1
32,87,35,49,1
93,76,55,46,1
28,72,46,16,1
23,66,14,87,1
63,9,30,12,0
26,46,94,25,0
10,19,84,76,0
22,8,89,33,1
48,58,88,31,1
76,16,63,87,0
32,70,74,17,0
68,54,13,78,0
53,66,44,17,1
92,75,80,66,0
38,74,91,2,1
64,75,70,33,1
28,13,17,80,0
26,43,86,74,1
3,39,10,66,0
86,16,33,54,1
87,73,39,11,1
67,16,95,6,0
65,4,20,41,0
89,54,31,4,1
43,27,39,90,1
52,72,14,51,0
0,38,34,83,0
65,25,71,20,0
97,96,27,12,1
31,77,44,70,0
85,39,53,44,1
77,32,67,22,0
40,41,43,52,1
82,50,0,98,0
61,68,73,74,0
64,30,55,13,1
13,80,54,41,1
56,30,79,22,0
36,9,7,77,1
83,68,4,49,1
33,32,10,65,0
49,21,47,53,0
6,29,73,90,1
34,64,65,91,0
1,82,31,15,0
8,90,47,49,1
38,13,62,79,0
51,78,63,51,1
93,3,43,8,1
35,91,56,44,1
41,93,74,54,0
64,10,15,22,0
26,39,85,52,0
44,26,58,90,0
5,22,91,39,1
36,97,46,74,1
43,32,28,48,1
43,8,89,43,0
14,71,1,45,0
41,34,82,17,0
36,39,2,83,0
24,32,18,9,0
50,35,28,17,0
9,39,56,95,1
14,38,37,9,0
25,84,35,19,0
94,8,54,5,0
56,13,34,24,1
62,14,69,44,0
62,30,27,18,1
33,36,57,93,1
20,79,51,78,1
96,20,61,34,0
47,10,27,80,0
1,18,21,28,0
38,9,49,71,0
45,63,56,9,1
8,91,85,64,0
83,0,21,22,1
92,25,76,67,1
69,96,3,23,0
29,48,0,89,1
97,25,24,84,0
35,94,55,55,1
51,15,53,61,1
42,64,31,72,1
49,25,7,16,0
33,91,46,76,1
43,49,8,72,1
32,28,80,10,1
52,17,29,59,1
32,68,67,11,1
47,77,56,62,0
38,50,74,78,0
58,79,22,40,0
8,82,89,39,0
70,69,18,59,0
71,94,80,85,0
92,44,90,67,0
99,69,35,33,1
14,85,53,85,1
91,86,15,19,1
96,37,70,50,1
77,42,65,41,0
96,41,65,52,1
1,48,22,40,0
38,60,72,67,1
63,48,76,94,0
57,12,75,54,1
5,64,81,76,1
4,99,69,67,1
39,75,51,32,0
60,94,52,97,0
89,78,96,32,1
9,83,52,85,1
42,7,2,98,0
20,55,64,28,1
88,31,30,33,0
70,99,30,50,1
58,97,76,31,0
56,1,29,40,0
77,19,88,81,0
38,4,94,58,0
53,82,22,3,1
59,87,77,46,0
21,99,2,65,1
92,82,31,70,1
2,38,22,73,1
14,86,15,65,0
75,20,67,49,0
96,16,8,35,1
4,30,68,28,0
6,3,11,69,0
41,53,23,15,1
84,78,25,8,1
93,64,37,17,1
97,53,42,75,0
12,36,72,74,0
45,33,33,5,1
6,18,13,67,1
97,45,1,18,0
46,32,23,71,1
45,36,97,27,0
17,16,47,74,0
20,88,80,56,1
29,63,46,87,0
23,14,99,80,1
16,65,54,86,0
51,41,76,38,1
92,12,49,58,0
2,33,36,30,0
44,35,70,39,0
26,25,30,87,1
42,59,31,13,1
11,74,64,33,1
50,79,78,59,0
24,16,75,50,0
30,60,56,14,1
32,55,46,10,0
41,43,53,18,0
69,86,7,3,1
70,15,70,69,0
27,0,2,34,0
8,85,32,21,0
45,43,46,25,0
1,12,5,46,1
6,80,36,92,0
92,3,84,45,1
37,55,53,8,1
85,30,58,63,0
57,45,79,89,0
44,6,29,35,0
7,62,93,98,1
78,56,19,1,1
47,10,45,92,1
89,65,65,37,1
40,30,20,48,0
59,26,4,8,0
61,7,74,73,0
98,37,4,41,0
26,99,15,89,0
88,38,67,65,0
71,79,57,34,1
14,89,29,48,0
25,22,45,84,0
97,23,12,58,1
47,45,19,1,0
84,85,36,18,0
46,51,57,39,1
31,54,41,97,1
12,41,86,55,0
68,57,30,41,0
14,38,39,59,0
37,55,79,33,1
45,29,27,5,1
62,91,36,32,1
21,34,52,41,0
55,73,21,52,0
19,35,6,4,0
81,87,97,24,0
45,65,63,36,0
36,89,17,58,0
65,65,11,54,1
92,93,33,2,1
70,16,67,34,1
85,92,79,64,0
90,25,41,48,0
28,72,17,50,1
35,18,98,16,1
80,88,29,73,0
7,3,30,26,0
55,21,50,9,1
66,10,36,59,0
30,77,31,7,0
20,45,71,56,1
80,10,44,76,1
44,83,97,47,0
38,73,75,97,0
17,55,4,23,1
62,4,26,60,0
98,98,61,91,0
21,48,22,96,1
73,69,10,97,0
75,95,79,57,0
4,2,3,71,1
27,51,43,77,0
77,91,13,84,1
3,61,92,0,1
82,3,38,10,1
86,99,51,62,1
93,44,79,58,1
91,32,76,70,1
73,80,57,55,1
16,62,84,66,0
40,72,96,12,1
28,37,74,19,0
71,72,91,89,0
6,43,12,11,1
2,82,60,3,0
20,36,82,2,0
79,12,52,20,1
40,54,60,32,0
25,68,1,79,0
5,76,51,61,1
76,78,90,56,1
61,45,49,9,1
51,8,8,3,0
72,11,48,51,0
50,88,2,44,1
10,59,16,69,1
87,48,20,36,0
77,78,97,42,1
60,82,3,9,0
35,80,21,12,1
53,84,47,72,1
15,32,18,44,1
21,74,41,67,1
72,45,98,40,1
96,55,78,52,1
69,92,16,19,0
53,53,43,76,1
3,38,61,60,0
8,39,26,37,0
72,78,60,29,0
31,35,60,0,1
30,36,97,33,1
91,8,24,72,0
62,44,31,30,1
28,8,62,32,0
80,85,73,38,0
12,92,97,79,0
0,68,12,77,1
44,56,85,51,1
10,28,88,20,0
66,68,19,18,0
8,29,22,1,1
66,61,58,1,0
65,34,89,77,1
49,26,76,16,0
34,45,0,38,0
67,3,9,3,1
34,9,30,65,0
23,93,4,79,0
87,17,51,1,0
19,87,24,74,0
82,5,0,21,1
25,35,69,25,0
69,31,46,42,0
28,62,80,47,0
22,44,63,24,0
58,13,71,66,0
1,4,84,46,1
3,8,77,62,0
55,83,9,5,0
93,34,7,45,0
52,61,64,75,0
85,71,94,17,0
42,34,30,7,0
9,57,65,6,0
0,66,76,73,0
95,83,76,99,0
48,31,7,86,0
14,77,62,43,1
80,34,16,30,1
68,19,37,33,0
0,45,0,66,1
56,63,19,80,1
18,85,92,56,1
74,9,63,83,1
16,29,82,28,0
99,79,0,70,0
29,39,71,36,0
78,64,45,54,1
4,94,56,69,1
49,24,93,89,0
33,11,80,54,0
24,87,34,43,0
97,83,52,58,0
65,81,0,91,0
17,70,80,23,0
57,38,57,77,0
34,52,0,26,1
70,2,36,45,1
5,24,92,99,1
43,11,21,69,0
72,69,99,74,1
34,78,89,80,1
2,26,46,99,0
88,0,86,43,0
43,13,72,76,1
8,70,50,33,1
14,54,35,69,1
21,72,5,7,1
0,34,91,38,1
80,9,20,41,1
65,33,9,66,1
55,75,39,54,0
16,97,81,41,1
56,39,48,29,1
28,61,99,56,1
65,84,86,31,0
60,77,96,3,1
3,39,75,19,1
90,33,73,23,1
10,5,90,47,1
55,30,37,56,0
63,75,21,66,0
84,92,83,82,0
83,60,47,15,0
90,8,37,35,0
30,7,87,72,1
19,66,35,56,1
18,68,63,67,0
16,86,86,87,1
24,63,33,0,0
25,49,75,14,0
64,9,97,83,1
99,33,93,83,1
59,13,47,74,1
6,99,70,4,1
64,59,45,54,1
59,63,78,60,0
32,72,66,38,1
5,1,31,96,0
19,70,91,3,1
87,81,24,17,0
78,60,27,46,1
45,93,62,49,0
74,75,55,57,0
16,54,86,88,1
24,86,25,63,1
88,69,39,26,1
98,44,71,51,0
21,21,94,13,0
53,19,0,53,0
18,74,66,11,1
34,2,32,12,0
76,62,38,46,1
67,41,58,6,0
51,4,87,58,1
8,30,3,83,0
12,7,38,87,0
86,69,11,46,0
12,74,30,74,0
71,35,90,72,0
99,84,98,58,1
12,53,92,57,0
52,1,81,75,1
95,63,30,81,1
53,30,32,92,1
15,90,1,8,0
95,66,51,18,1
94,85,81,1,1
40,78,3,29,0
85,7,31,35,0
59,83,79,43,0
4,13,2,99,0
33,3,79,23,0
38,94,92,62,0
8,48,19,24,0
9,37,1,45,1
77,63,49,56,0
97,22,49,81,0
17,86,92,55,1
87,14,17,65,0
78,50,30,99,0
4,2,64,43,0
87,46,77,31,0
31,95,87,74,1
38,90,70,65,1
50,74,54,40,1
22,75,91,82,1
3,20,82,1,1
93,44,51,54,0
35,43,1,23,1
72,14,31,28,0
36,33,87,57,1
88,91,69,46,0
96,57,24,59,1
79,95,61,91,1
62,24,34,10,1
64,87,55,50,1
43,3,65,49,0
97,78,45,98,0
93,42,54,67,1
88,19,68,69,0
9,99,27,99,0
47,52,26,16,1
47,63,49,64,0
27,53,13,30,0
39,11,62,0,0
83,22,53,37,0
71,75,35,33,0
78,78,19,79,1
70,70,16,75,1
94,61,5,61,1
24,48,84,66,1
27,80,99,14,0
44,41,44,76,0
74,26,96,13,1
45,17,2,94,1
94,76,62,15,0
14,66,61,70,1
26,25,13,41,0
4,14,22,28,1
97,89,72,69,0
75,13,17,73,0
41,93,62,86,0
1,91,92,58,1
19,86,18,32,0
67,11,94,93,0
24,77,39,34,0
45,63,24,54,1
36,59,35,18,1
63,99,16,63,0
83,13,69,3,1
94,34,16,69,1
57,13,50,84,1
20,53,56,85,1
7,3,5,50,1
22,52,89,12,1
34,16,85,42,0
59,4,47,68,0
27,73,34,44,1
55,10,96,89,0
24,53,60,27,0
46,12,88,24,0
3,37,89,93,0
64,99,70,94,1
38,78,54,28,1
88,63,2,55,1
59,59,48,2,1
65,49,98,72,1
73,83,14,91,0
84,63,25,75,0
21,68,52,89,1
68,12,4,94,1
28,47,53,6,0
82,17,33,1,1
59,23,84,67,1
2,74,35,21,0
9,13,62,61,0
58,0,31,5,0
17,50,15,40,1
54,31,30,65,1
94,87,29,1,1
39,22,78,25,1
49,60,34,70,1
30,31,22,69,1
47,52,87,14,1
10,15,42,63,1
49,39,14,8,0
5,55,48,28,0
4,98,73,14,0
63,53,82,2,0
97,87,23,48,1
61,23,48,60,1
92,65,18,12,0
63,77,21,2,1
64,9,75,30,0
19,8,98,52,1
36,24,22,40,1
50,67,20,21,1
27,38,79,31,1
5,31,88,87,1
95,14,3,77,1
53,91,64,29,1
22,90,95,83,1
69,94,23,16,1
69,95,38,63,0
11,21,94,51,1
36,80,80,12,0
99,61,61,13,0
54,21,53,76,0
15,93,27,40,0
